,date,market1,market2,lag
12677,2013-10-22,GB,NL,0
12676,2013-10-22,NL,GB,0
12675,2013-10-22,GB,US,0
12685,2013-10-23,US,NL,-1000
12684,2013-10-23,NL,US,1000
12683,2013-10-23,GB,NL,-4000
12680,2013-10-23,US,GB,189
12681,2013-10-23,GB,US,-189
12682,2013-10-23,NL,GB,4000
12686,2013-10-24,US,GB,0
12687,2013-10-24,GB,US,0
12688,2013-10-24,NL,GB,0
12689,2013-10-24,GB,NL,0
12690,2013-10-24,NL,US,0
12691,2013-10-24,US,NL,0
1224,2013-10-25,US,GB,0
1225,2013-10-25,GB,US,0
1226,2013-10-25,NL,GB,2000
1227,2013-10-25,GB,NL,-2000
1228,2013-10-25,NL,US,0
1229,2013-10-25,US,NL,0
12694,2013-10-28,NL,GB,13000
12693,2013-10-28,GB,US,0
12692,2013-10-28,US,GB,0
12697,2013-10-28,US,NL,0
12696,2013-10-28,NL,US,0
12695,2013-10-28,GB,NL,-13000
12701,2013-10-29,GB,NL,0
12700,2013-10-29,NL,GB,0
12698,2013-10-29,US,GB,8000
12702,2013-10-29,NL,US,7000
12703,2013-10-29,US,NL,-7000
12699,2013-10-29,GB,US,-8000
12709,2013-10-30,US,NL,-250
12708,2013-10-30,NL,US,250
12707,2013-10-30,GB,NL,0
12706,2013-10-30,NL,GB,0
12705,2013-10-30,GB,US,0
12704,2013-10-30,US,GB,0
12712,2013-10-31,NL,GB,1000
12711,2013-10-31,GB,US,-875
12710,2013-10-31,US,GB,875
12715,2013-10-31,US,NL,-1000
12713,2013-10-31,GB,NL,-1000
12714,2013-10-31,NL,US,1000
12720,2013-11-01,NL,US,-2500
12721,2013-11-01,US,NL,2500
12719,2013-11-01,GB,NL,-809
12718,2013-11-01,NL,GB,809
12717,2013-11-01,GB,US,1000
12716,2013-11-01,US,GB,-1000
12727,2013-11-04,US,NL,-9000
12723,2013-11-04,GB,US,-4500
12722,2013-11-04,US,GB,4500
12724,2013-11-04,NL,GB,500
12725,2013-11-04,GB,NL,-500
12726,2013-11-04,NL,US,9000
12733,2013-11-05,US,NL,1000
12728,2013-11-05,US,GB,9500
12729,2013-11-05,GB,US,-9500
12730,2013-11-05,NL,GB,0
12731,2013-11-05,GB,NL,0
12732,2013-11-05,NL,US,-1000
12737,2013-11-06,GB,NL,0
12734,2013-11-06,US,GB,2500
12738,2013-11-06,NL,US,2500
12739,2013-11-06,US,NL,-2500
12735,2013-11-06,GB,US,-2500
12736,2013-11-06,NL,GB,0
12740,2013-11-07,US,GB,-1500
12741,2013-11-07,GB,US,1500
12742,2013-11-07,NL,GB,0
12743,2013-11-07,GB,NL,0
12744,2013-11-07,NL,US,6500
12745,2013-11-07,US,NL,-6500
1235,2013-11-08,US,NL,-4000
1234,2013-11-08,NL,US,4000
1233,2013-11-08,GB,NL,-2000
1232,2013-11-08,NL,GB,2000
1231,2013-11-08,GB,US,0
1230,2013-11-08,US,GB,0
12747,2013-11-11,GB,US,2500
12746,2013-11-11,US,GB,-2500
12750,2013-11-11,NL,US,3000
12751,2013-11-11,US,NL,-3000
12748,2013-11-11,NL,GB,-1065
12749,2013-11-11,GB,NL,1065
12752,2013-11-12,US,GB,2000
12753,2013-11-12,GB,US,-2000
12754,2013-11-12,NL,GB,-1000
12755,2013-11-12,GB,NL,1000
12756,2013-11-12,NL,US,0
12757,2013-11-12,US,NL,0
12758,2013-11-13,US,GB,1625
12759,2013-11-13,GB,US,-1625
12761,2013-11-13,GB,NL,-3000
12762,2013-11-13,NL,US,500
12763,2013-11-13,US,NL,-500
12760,2013-11-13,NL,GB,3000
12768,2013-11-14,NL,US,7000
12766,2013-11-14,NL,GB,0
12765,2013-11-14,GB,US,-500
12764,2013-11-14,US,GB,500
12769,2013-11-14,US,NL,-7000
12767,2013-11-14,GB,NL,0
12770,2013-11-15,US,GB,-1000
12771,2013-11-15,GB,US,1000
12775,2013-11-15,US,NL,-500
12774,2013-11-15,NL,US,500
12773,2013-11-15,GB,NL,0
12772,2013-11-15,NL,GB,0
12776,2013-11-18,US,GB,0
12777,2013-11-18,GB,US,0
12778,2013-11-18,NL,GB,3000
12779,2013-11-18,GB,NL,-3000
12780,2013-11-18,NL,US,4500
12781,2013-11-18,US,NL,-4500
12784,2013-11-19,NL,GB,-250
12787,2013-11-19,US,NL,-10250
12786,2013-11-19,NL,US,10250
12782,2013-11-19,US,GB,250
12783,2013-11-19,GB,US,-250
12785,2013-11-19,GB,NL,250
12793,2013-11-20,US,NL,3000
12792,2013-11-20,NL,US,-3000
12791,2013-11-20,GB,NL,0
12790,2013-11-20,NL,GB,0
12789,2013-11-20,GB,US,0
12788,2013-11-20,US,GB,0
12796,2013-11-21,NL,GB,0
12795,2013-11-21,GB,US,-1625
12794,2013-11-21,US,GB,1625
12798,2013-11-21,NL,US,2500
12799,2013-11-21,US,NL,-2500
12797,2013-11-21,GB,NL,0
1241,2013-11-22,US,NL,0
1240,2013-11-22,NL,US,0
1239,2013-11-22,GB,NL,0
1238,2013-11-22,NL,GB,0
1236,2013-11-22,US,GB,10000
1237,2013-11-22,GB,US,-10000
12805,2013-11-25,US,NL,-500
12804,2013-11-25,NL,US,500
12803,2013-11-25,GB,NL,0
12801,2013-11-25,GB,US,532
12800,2013-11-25,US,GB,-532
12802,2013-11-25,NL,GB,0
12811,2013-11-26,US,NL,-5000
12806,2013-11-26,US,GB,-2000
12807,2013-11-26,GB,US,2000
12808,2013-11-26,NL,GB,5750
12809,2013-11-26,GB,NL,-5750
12810,2013-11-26,NL,US,5000
12812,2013-11-27,US,GB,-4500
12813,2013-11-27,GB,US,4500
12814,2013-11-27,NL,GB,0
12815,2013-11-27,GB,NL,0
12816,2013-11-27,NL,US,1625
12817,2013-11-27,US,NL,-1625
12818,2013-11-29,US,GB,-5500
12819,2013-11-29,GB,US,5500
12820,2013-11-29,NL,GB,0
12821,2013-11-29,GB,NL,0
12822,2013-11-29,NL,US,125
12823,2013-11-29,US,NL,-125
12828,2013-12-02,NL,US,1500
12826,2013-12-02,NL,GB,0
12829,2013-12-02,US,NL,-1500
12824,2013-12-02,US,GB,-9125
12825,2013-12-02,GB,US,9125
12827,2013-12-02,GB,NL,0
12831,2013-12-03,GB,US,1500
12832,2013-12-03,NL,GB,1000
12833,2013-12-03,GB,NL,-1000
12830,2013-12-03,US,GB,-1500
12834,2013-12-03,NL,US,2000
12835,2013-12-03,US,NL,-2000
12837,2013-12-04,GB,US,-2439
12836,2013-12-04,US,GB,2439
12838,2013-12-04,NL,GB,0
12840,2013-12-04,NL,US,2500
12841,2013-12-04,US,NL,-2500
12839,2013-12-04,GB,NL,0
12842,2013-12-05,US,GB,-1000
12843,2013-12-05,GB,US,1000
12845,2013-12-05,GB,NL,0
12846,2013-12-05,NL,US,1000
12847,2013-12-05,US,NL,-1000
12844,2013-12-05,NL,GB,0
1242,2013-12-06,US,GB,0
1246,2013-12-06,NL,US,0
1245,2013-12-06,GB,NL,-4000
1244,2013-12-06,NL,GB,4000
1243,2013-12-06,GB,US,0
1247,2013-12-06,US,NL,0
12849,2013-12-09,GB,US,1500
12850,2013-12-09,NL,GB,-125
12851,2013-12-09,GB,NL,125
12852,2013-12-09,NL,US,0
12853,2013-12-09,US,NL,0
12848,2013-12-09,US,GB,-1500
12856,2013-12-10,NL,GB,63
12855,2013-12-10,GB,US,4000
12859,2013-12-10,US,NL,0
12858,2013-12-10,NL,US,0
12854,2013-12-10,US,GB,-4000
12857,2013-12-10,GB,NL,-63
12860,2013-12-11,US,GB,3500
12861,2013-12-11,GB,US,-3500
12862,2013-12-11,NL,GB,0
12863,2013-12-11,GB,NL,0
12864,2013-12-11,NL,US,3500
12865,2013-12-11,US,NL,-3500
12871,2013-12-12,US,NL,1000
12870,2013-12-12,NL,US,-1000
12869,2013-12-12,GB,NL,-500
12867,2013-12-12,GB,US,-7000
12866,2013-12-12,US,GB,7000
12868,2013-12-12,NL,GB,500
12872,2013-12-13,US,GB,1000
12873,2013-12-13,GB,US,-1000
12874,2013-12-13,NL,GB,2000
12875,2013-12-13,GB,NL,-2000
12876,2013-12-13,NL,US,0
12877,2013-12-13,US,NL,0
12882,2013-12-16,NL,US,1000
12881,2013-12-16,GB,NL,7000
12883,2013-12-16,US,NL,-1000
12879,2013-12-16,GB,US,1000
12880,2013-12-16,NL,GB,-7000
12878,2013-12-16,US,GB,-1000
12884,2013-12-17,US,GB,0
12885,2013-12-17,GB,US,0
12886,2013-12-17,NL,GB,439
12887,2013-12-17,GB,NL,-439
12888,2013-12-17,NL,US,0
12889,2013-12-17,US,NL,0
12892,2013-12-18,NL,GB,0
12895,2013-12-18,US,NL,-2000
12894,2013-12-18,NL,US,2000
12891,2013-12-18,GB,US,1000
12890,2013-12-18,US,GB,-1000
12893,2013-12-18,GB,NL,0
12901,2013-12-19,US,NL,-3000
12896,2013-12-19,US,GB,-3000
12897,2013-12-19,GB,US,3000
12898,2013-12-19,NL,GB,0
12899,2013-12-19,GB,NL,0
12900,2013-12-19,NL,US,3000
1250,2013-12-20,NL,GB,0
1253,2013-12-20,US,NL,18000
1248,2013-12-20,US,GB,-14000
1251,2013-12-20,GB,NL,0
1249,2013-12-20,GB,US,14000
1252,2013-12-20,NL,US,-18000
12904,2013-12-23,NL,GB,1625
12902,2013-12-23,US,GB,12000
12907,2013-12-23,US,NL,-1625
12903,2013-12-23,GB,US,-12000
12905,2013-12-23,GB,NL,-1625
12906,2013-12-23,NL,US,1625
12908,2013-12-24,US,GB,-17472400
12909,2013-12-24,GB,US,17472400
12910,2013-12-24,NL,GB,-7000
12911,2013-12-24,GB,NL,7000
12913,2013-12-24,US,NL,17472400
12912,2013-12-24,NL,US,-17472400
12915,2013-12-27,GB,US,0
12916,2013-12-27,NL,GB,1000
12917,2013-12-27,GB,NL,-1000
12918,2013-12-27,NL,US,1000
12919,2013-12-27,US,NL,-1000
12914,2013-12-27,US,GB,0
12920,2013-12-30,US,GB,-625
12921,2013-12-30,GB,US,625
12922,2013-12-30,NL,GB,0
12923,2013-12-30,GB,NL,0
12924,2013-12-30,NL,US,4375
12925,2013-12-30,US,NL,-4375
12931,2013-12-31,US,NL,17472400
12928,2013-12-31,NL,GB,-111
12926,2013-12-31,US,GB,-17472400
12927,2013-12-31,GB,US,17472400
12929,2013-12-31,GB,NL,111
12930,2013-12-31,NL,US,-17472400
12932,2014-01-02,US,GB,0
12936,2014-01-02,NL,US,500
12935,2014-01-02,GB,NL,0
12934,2014-01-02,NL,GB,0
12933,2014-01-02,GB,US,0
12937,2014-01-02,US,NL,-500
12938,2014-01-03,US,GB,0
12939,2014-01-03,GB,US,0
12941,2014-01-03,GB,NL,0
12942,2014-01-03,NL,US,0
12943,2014-01-03,US,NL,0
12940,2014-01-03,NL,GB,0
12945,2014-01-06,GB,US,-1000
12948,2014-01-06,NL,US,-125
12947,2014-01-06,GB,NL,0
12946,2014-01-06,NL,GB,0
12944,2014-01-06,US,GB,1000
12949,2014-01-06,US,NL,125
1254,2014-01-07,US,GB,0
1255,2014-01-07,GB,US,0
1256,2014-01-07,NL,GB,0
1257,2014-01-07,GB,NL,0
1258,2014-01-07,NL,US,0
1259,2014-01-07,US,NL,0
12950,2014-01-08,US,GB,0
12955,2014-01-08,US,NL,-250
12954,2014-01-08,NL,US,250
12953,2014-01-08,GB,NL,0
12952,2014-01-08,NL,GB,0
12951,2014-01-08,GB,US,0
12960,2014-01-09,NL,US,187
12959,2014-01-09,GB,NL,0
12958,2014-01-09,NL,GB,0
12957,2014-01-09,GB,US,0
12956,2014-01-09,US,GB,0
12961,2014-01-09,US,NL,-187
12962,2014-01-10,US,GB,-250
12967,2014-01-10,US,NL,500
12966,2014-01-10,NL,US,-500
12965,2014-01-10,GB,NL,500
12964,2014-01-10,NL,GB,-500
12963,2014-01-10,GB,US,250
12971,2014-01-13,GB,NL,0
12970,2014-01-13,NL,GB,0
12969,2014-01-13,GB,US,0
12968,2014-01-13,US,GB,0
12972,2014-01-13,NL,US,-5000
12973,2014-01-13,US,NL,5000
12977,2014-01-14,GB,NL,0
12974,2014-01-14,US,GB,0
12975,2014-01-14,GB,US,0
12976,2014-01-14,NL,GB,0
12978,2014-01-14,NL,US,0
12979,2014-01-14,US,NL,0
12980,2014-01-15,US,GB,-1750
12985,2014-01-15,US,NL,-2000
12981,2014-01-15,GB,US,1750
12983,2014-01-15,GB,NL,1375
12984,2014-01-15,NL,US,2000
12982,2014-01-15,NL,GB,-1375
12991,2014-01-16,US,NL,0
12990,2014-01-16,NL,US,0
12989,2014-01-16,GB,NL,0
12988,2014-01-16,NL,GB,0
12987,2014-01-16,GB,US,0
12986,2014-01-16,US,GB,0
12997,2014-01-17,US,NL,-1750
12996,2014-01-17,NL,US,1750
12993,2014-01-17,GB,US,5000
12992,2014-01-17,US,GB,-5000
12994,2014-01-17,NL,GB,3750
12995,2014-01-17,GB,NL,-3750
1264,2014-01-21,NL,US,-2000
1263,2014-01-21,GB,NL,-22000
1262,2014-01-21,NL,GB,22000
1261,2014-01-21,GB,US,0
1260,2014-01-21,US,GB,0
1265,2014-01-21,US,NL,2000
12999,2014-01-22,GB,US,250
12998,2014-01-22,US,GB,-250
13003,2014-01-22,US,NL,-250
13002,2014-01-22,NL,US,250
13001,2014-01-22,GB,NL,2500
13000,2014-01-22,NL,GB,-2500
13006,2014-01-23,NL,GB,0
13005,2014-01-23,GB,US,-4750
13004,2014-01-23,US,GB,4750
13009,2014-01-23,US,NL,-32
13007,2014-01-23,GB,NL,0
13008,2014-01-23,NL,US,32
13014,2014-01-24,NL,US,63
13013,2014-01-24,GB,NL,0
13012,2014-01-24,NL,GB,0
13011,2014-01-24,GB,US,2000
13010,2014-01-24,US,GB,-2000
13015,2014-01-24,US,NL,-63
13016,2014-01-27,US,GB,-500
13017,2014-01-27,GB,US,500
13018,2014-01-27,NL,GB,1000
13019,2014-01-27,GB,NL,-1000
13020,2014-01-27,NL,US,125
13021,2014-01-27,US,NL,-125
13022,2014-01-28,US,GB,0
13023,2014-01-28,GB,US,0
13024,2014-01-28,NL,GB,6000
13025,2014-01-28,GB,NL,-6000
13026,2014-01-28,NL,US,2000
13027,2014-01-28,US,NL,-2000
13030,2014-01-29,NL,GB,0
13028,2014-01-29,US,GB,-500
13029,2014-01-29,GB,US,500
13031,2014-01-29,GB,NL,0
13032,2014-01-29,NL,US,57
13033,2014-01-29,US,NL,-57
13039,2014-01-30,US,NL,-250
13037,2014-01-30,GB,NL,0
13036,2014-01-30,NL,GB,0
13038,2014-01-30,NL,US,250
13034,2014-01-30,US,GB,-63
13035,2014-01-30,GB,US,63
13044,2014-01-31,NL,US,0
13043,2014-01-31,GB,NL,-250
13045,2014-01-31,US,NL,0
13041,2014-01-31,GB,US,1500
13040,2014-01-31,US,GB,-1500
13042,2014-01-31,NL,GB,250
13046,2014-02-03,US,GB,-1125
13047,2014-02-03,GB,US,1125
13048,2014-02-03,NL,GB,0
13049,2014-02-03,GB,NL,0
13050,2014-02-03,NL,US,250
13051,2014-02-03,US,NL,-250
1271,2014-02-04,US,NL,0
1270,2014-02-04,NL,US,0
1269,2014-02-04,GB,NL,0
1268,2014-02-04,NL,GB,0
1267,2014-02-04,GB,US,2000
1266,2014-02-04,US,GB,-2000
13056,2014-02-05,NL,US,0
13057,2014-02-05,US,NL,0
13055,2014-02-05,GB,NL,0
13054,2014-02-05,NL,GB,0
13053,2014-02-05,GB,US,2250
13052,2014-02-05,US,GB,-2250
13059,2014-02-06,GB,US,2000
13060,2014-02-06,NL,GB,0
13061,2014-02-06,GB,NL,0
13062,2014-02-06,NL,US,500
13063,2014-02-06,US,NL,-500
13058,2014-02-06,US,GB,-2000
13064,2014-02-07,US,GB,0
13065,2014-02-07,GB,US,0
13066,2014-02-07,NL,GB,-750
13067,2014-02-07,GB,NL,750
13068,2014-02-07,NL,US,1685
13069,2014-02-07,US,NL,-1685
13070,2014-02-10,US,GB,0
13071,2014-02-10,GB,US,0
13072,2014-02-10,NL,GB,0
13073,2014-02-10,GB,NL,0
13074,2014-02-10,NL,US,-1000
13075,2014-02-10,US,NL,1000
13081,2014-02-11,US,NL,-500
13080,2014-02-11,NL,US,500
13079,2014-02-11,GB,NL,-500
13076,2014-02-11,US,GB,-1500
13077,2014-02-11,GB,US,1500
13078,2014-02-11,NL,GB,500
13087,2014-02-12,US,NL,-86
13082,2014-02-12,US,GB,500
13083,2014-02-12,GB,US,-500
13084,2014-02-12,NL,GB,0
13085,2014-02-12,GB,NL,0
13086,2014-02-12,NL,US,86
13090,2014-02-13,NL,GB,0
13089,2014-02-13,GB,US,750
13093,2014-02-13,US,NL,-1000
13091,2014-02-13,GB,NL,0
13088,2014-02-13,US,GB,-750
13092,2014-02-13,NL,US,1000
13094,2014-02-14,US,GB,-1000
13095,2014-02-14,GB,US,1000
13096,2014-02-14,NL,GB,0
13097,2014-02-14,GB,NL,0
13098,2014-02-14,NL,US,1000
13099,2014-02-14,US,NL,-1000
1277,2014-02-18,US,NL,-4000
1276,2014-02-18,NL,US,4000
1275,2014-02-18,GB,NL,0
1274,2014-02-18,NL,GB,0
1273,2014-02-18,GB,US,7999
1272,2014-02-18,US,GB,-7999
13101,2014-02-19,GB,US,0
13100,2014-02-19,US,GB,0
13104,2014-02-19,NL,US,500
13103,2014-02-19,GB,NL,-3500
13105,2014-02-19,US,NL,-500
13102,2014-02-19,NL,GB,3500
13110,2014-02-20,NL,US,1000
13111,2014-02-20,US,NL,-1000
13106,2014-02-20,US,GB,-1000
13107,2014-02-20,GB,US,1000
13108,2014-02-20,NL,GB,-750
13109,2014-02-20,GB,NL,750
13116,2014-02-21,NL,US,2125
13112,2014-02-21,US,GB,-250
13113,2014-02-21,GB,US,250
13117,2014-02-21,US,NL,-2125
13114,2014-02-21,NL,GB,0
13115,2014-02-21,GB,NL,0
13118,2014-02-24,US,GB,-8500
13119,2014-02-24,GB,US,8500
13120,2014-02-24,NL,GB,2750
13121,2014-02-24,GB,NL,-2750
13122,2014-02-24,NL,US,0
13123,2014-02-24,US,NL,0
13124,2014-02-25,US,GB,-3750
13125,2014-02-25,GB,US,3750
13126,2014-02-25,NL,GB,-63
13127,2014-02-25,GB,NL,63
13129,2014-02-25,US,NL,-1750
13128,2014-02-25,NL,US,1750
13131,2014-02-26,GB,US,-12750
13132,2014-02-26,NL,GB,-2375
13133,2014-02-26,GB,NL,2375
13134,2014-02-26,NL,US,750
13135,2014-02-26,US,NL,-750
13130,2014-02-26,US,GB,12750
13136,2014-02-27,US,GB,-8500
13137,2014-02-27,GB,US,8500
13138,2014-02-27,NL,GB,0
13139,2014-02-27,GB,NL,0
13140,2014-02-27,NL,US,7625
13141,2014-02-27,US,NL,-7625
13145,2014-02-28,GB,NL,-15000
13143,2014-02-28,GB,US,1500
13142,2014-02-28,US,GB,-1500
13146,2014-02-28,NL,US,3000
13147,2014-02-28,US,NL,-3000
13144,2014-02-28,NL,GB,15000
13148,2014-03-03,US,GB,-1000
13150,2014-03-03,NL,GB,-500
13152,2014-03-03,NL,US,3500
13153,2014-03-03,US,NL,-3500
13149,2014-03-03,GB,US,1000
13151,2014-03-03,GB,NL,500
1278,2014-03-04,US,GB,-2000
1279,2014-03-04,GB,US,2000
1280,2014-03-04,NL,GB,0
1281,2014-03-04,GB,NL,0
1282,2014-03-04,NL,US,0
1283,2014-03-04,US,NL,0
13155,2014-03-05,GB,US,5000
13159,2014-03-05,US,NL,-1000
13158,2014-03-05,NL,US,1000
13157,2014-03-05,GB,NL,0
13156,2014-03-05,NL,GB,0
13154,2014-03-05,US,GB,-5000
13162,2014-03-06,NL,GB,0
13160,2014-03-06,US,GB,-1000
13163,2014-03-06,GB,NL,0
13165,2014-03-06,US,NL,-7625
13161,2014-03-06,GB,US,1000
13164,2014-03-06,NL,US,7625
13171,2014-03-07,US,NL,-2000
13170,2014-03-07,NL,US,2000
13169,2014-03-07,GB,NL,0
13168,2014-03-07,NL,GB,0
13167,2014-03-07,GB,US,1000
13166,2014-03-07,US,GB,-1000
13177,2014-03-10,US,NL,-1750
13176,2014-03-10,NL,US,1750
13175,2014-03-10,GB,NL,0
13174,2014-03-10,NL,GB,0
13173,2014-03-10,GB,US,500
13172,2014-03-10,US,GB,-500
13182,2014-03-11,NL,US,2439
13179,2014-03-11,GB,US,4125
13178,2014-03-11,US,GB,-4125
13183,2014-03-11,US,NL,-2439
13181,2014-03-11,GB,NL,0
13180,2014-03-11,NL,GB,0
13184,2014-03-12,US,GB,-1750
13185,2014-03-12,GB,US,1750
13186,2014-03-12,NL,GB,0
13187,2014-03-12,GB,NL,0
13188,2014-03-12,NL,US,187
13189,2014-03-12,US,NL,-187
13190,2014-03-13,US,GB,-3750
13191,2014-03-13,GB,US,3750
13192,2014-03-13,NL,GB,0
13193,2014-03-13,GB,NL,0
13194,2014-03-13,NL,US,7125
13195,2014-03-13,US,NL,-7125
13196,2014-03-14,US,GB,-63
13197,2014-03-14,GB,US,63
13201,2014-03-14,US,NL,-71
13199,2014-03-14,GB,NL,0
13198,2014-03-14,NL,GB,0
13200,2014-03-14,NL,US,71
13207,2014-03-17,US,NL,0
13206,2014-03-17,NL,US,0
13205,2014-03-17,GB,NL,0
13204,2014-03-17,NL,GB,0
13203,2014-03-17,GB,US,0
13202,2014-03-17,US,GB,0
1284,2014-03-18,US,GB,0
1285,2014-03-18,GB,US,0
1286,2014-03-18,NL,GB,0
1287,2014-03-18,GB,NL,0
1288,2014-03-18,NL,US,0
1289,2014-03-18,US,NL,0
13209,2014-03-19,GB,US,7000
13208,2014-03-19,US,GB,-7000
13212,2014-03-19,NL,US,0
13211,2014-03-19,GB,NL,-1500
13210,2014-03-19,NL,GB,1500
13213,2014-03-19,US,NL,0
13219,2014-03-20,US,NL,-42
13218,2014-03-20,NL,US,42
13217,2014-03-20,GB,NL,0
13216,2014-03-20,NL,GB,0
13215,2014-03-20,GB,US,-1000
13214,2014-03-20,US,GB,1000
13224,2014-03-21,NL,US,67
13225,2014-03-21,US,NL,-67
13220,2014-03-21,US,GB,0
13223,2014-03-21,GB,NL,0
13222,2014-03-21,NL,GB,0
13221,2014-03-21,GB,US,0
13230,2014-03-24,NL,US,1000
13231,2014-03-24,US,NL,-1000
13229,2014-03-24,GB,NL,-2000
13228,2014-03-24,NL,GB,2000
13227,2014-03-24,GB,US,0
13226,2014-03-24,US,GB,0
13234,2014-03-25,NL,GB,0
13235,2014-03-25,GB,NL,0
13236,2014-03-25,NL,US,63
13232,2014-03-25,US,GB,-500
13237,2014-03-25,US,NL,-63
13233,2014-03-25,GB,US,500
13239,2014-03-26,GB,US,2500
13240,2014-03-26,NL,GB,0
13241,2014-03-26,GB,NL,0
13242,2014-03-26,NL,US,6250
13243,2014-03-26,US,NL,-6250
13238,2014-03-26,US,GB,-2500
13244,2014-03-27,US,GB,-10500
13245,2014-03-27,GB,US,10500
13246,2014-03-27,NL,GB,0
13248,2014-03-27,NL,US,10250
13247,2014-03-27,GB,NL,0
13249,2014-03-27,US,NL,-10250
13250,2014-03-28,US,GB,-1500
13251,2014-03-28,GB,US,1500
13252,2014-03-28,NL,GB,5500
13253,2014-03-28,GB,NL,-5500
13254,2014-03-28,NL,US,2500
13255,2014-03-28,US,NL,-2500
13256,2014-03-31,US,GB,-7500
13257,2014-03-31,GB,US,7500
13258,2014-03-31,NL,GB,0
13259,2014-03-31,GB,NL,0
13260,2014-03-31,NL,US,1000
13261,2014-03-31,US,NL,-1000
1290,2014-04-01,US,GB,8000
1291,2014-04-01,GB,US,-8000
1292,2014-04-01,NL,GB,0
1295,2014-04-01,US,NL,0
1294,2014-04-01,NL,US,0
1293,2014-04-01,GB,NL,0
13266,2014-04-02,NL,US,-2000
13267,2014-04-02,US,NL,2000
13265,2014-04-02,GB,NL,-2000
13264,2014-04-02,NL,GB,2000
13263,2014-04-02,GB,US,3500
13262,2014-04-02,US,GB,-3500
13273,2014-04-03,US,NL,-8000
13268,2014-04-03,US,GB,-4250
13269,2014-04-03,GB,US,4250
13270,2014-04-03,NL,GB,0
13271,2014-04-03,GB,NL,0
13272,2014-04-03,NL,US,8000
13277,2014-04-04,GB,NL,-1000
13278,2014-04-04,NL,US,1500
13279,2014-04-04,US,NL,-1500
13275,2014-04-04,GB,US,0
13276,2014-04-04,NL,GB,1000
13274,2014-04-04,US,GB,0
13280,2014-04-07,US,GB,1563
13281,2014-04-07,GB,US,-1563
13283,2014-04-07,GB,NL,-1250
13285,2014-04-07,US,NL,-1000
13284,2014-04-07,NL,US,1000
13282,2014-04-07,NL,GB,1250
13286,2014-04-08,US,GB,250
13287,2014-04-08,GB,US,-250
13288,2014-04-08,NL,GB,0
13289,2014-04-08,GB,NL,0
13290,2014-04-08,NL,US,1000
13291,2014-04-08,US,NL,-1000
13292,2014-04-09,US,GB,0
13293,2014-04-09,GB,US,0
13294,2014-04-09,NL,GB,11000
13295,2014-04-09,GB,NL,-11000
13296,2014-04-09,NL,US,1000
13297,2014-04-09,US,NL,-1000
13303,2014-04-10,US,NL,-1000
13301,2014-04-10,GB,NL,-500
13300,2014-04-10,NL,GB,500
13298,2014-04-10,US,GB,-1547
13299,2014-04-10,GB,US,1547
13302,2014-04-10,NL,US,1000
13304,2014-04-11,US,GB,-2000
13305,2014-04-11,GB,US,2000
13306,2014-04-11,NL,GB,0
13307,2014-04-11,GB,NL,0
13308,2014-04-11,NL,US,500
13309,2014-04-11,US,NL,-500
13311,2014-04-14,GB,US,-250
13310,2014-04-14,US,GB,250
13312,2014-04-14,NL,GB,1000
13314,2014-04-14,NL,US,3000
13315,2014-04-14,US,NL,-3000
13313,2014-04-14,GB,NL,-1000
1297,2014-04-15,GB,US,0
1298,2014-04-15,NL,GB,0
1299,2014-04-15,GB,NL,0
1300,2014-04-15,NL,US,2000
1301,2014-04-15,US,NL,-2000
1296,2014-04-15,US,GB,0
13321,2014-04-16,US,NL,-4000
13320,2014-04-16,NL,US,4000
13319,2014-04-16,GB,NL,0
13318,2014-04-16,NL,GB,0
13317,2014-04-16,GB,US,2500
13316,2014-04-16,US,GB,-2500
13323,2014-04-17,GB,US,500
13325,2014-04-17,GB,NL,0
13326,2014-04-17,NL,US,6000
13327,2014-04-17,US,NL,-6000
13322,2014-04-17,US,GB,-500
13324,2014-04-17,NL,GB,0
13332,2014-04-22,NL,US,6000
13328,2014-04-22,US,GB,-5500
13329,2014-04-22,GB,US,5500
13330,2014-04-22,NL,GB,0
13331,2014-04-22,GB,NL,0
13333,2014-04-22,US,NL,-6000
13339,2014-04-23,US,NL,-125
13337,2014-04-23,GB,NL,-3625
13338,2014-04-23,NL,US,125
13335,2014-04-23,GB,US,0
13334,2014-04-23,US,GB,0
13336,2014-04-23,NL,GB,3625
13340,2014-04-24,US,GB,-2500
13341,2014-04-24,GB,US,2500
13342,2014-04-24,NL,GB,0
13343,2014-04-24,GB,NL,0
13344,2014-04-24,NL,US,2000
13345,2014-04-24,US,NL,-2000
13350,2014-04-25,NL,US,1000
13351,2014-04-25,US,NL,-1000
13349,2014-04-25,GB,NL,0
13348,2014-04-25,NL,GB,0
13347,2014-04-25,GB,US,375
13346,2014-04-25,US,GB,-375
13352,2014-04-28,US,GB,-3000
13353,2014-04-28,GB,US,3000
13354,2014-04-28,NL,GB,0
13355,2014-04-28,GB,NL,0
13356,2014-04-28,NL,US,500
13357,2014-04-28,US,NL,-500
13363,2014-04-29,US,NL,-1500
13362,2014-04-29,NL,US,1500
13361,2014-04-29,GB,NL,0
13359,2014-04-29,GB,US,0
13358,2014-04-29,US,GB,0
13360,2014-04-29,NL,GB,0
1307,2014-04-30,US,NL,0
1304,2014-04-30,NL,GB,0
1305,2014-04-30,GB,NL,0
1306,2014-04-30,NL,US,0
1303,2014-04-30,GB,US,0
